protocol,fold,model,accuracy,macro_f1,balanced_accuracy,num_files
random_grouped,random,pgm3f,0.0,0.0,0.0,2
random_grouped,random,cnn,0.5,0.3333333333333333,0.5,2
random_grouped,random,transformer,0.5,0.3333333333333333,0.5,2
random_grouped,random,raw_tf,0.5,0.3333333333333333,0.5,2
random_grouped,random,pinn_xgboost,0.5,0.3333333333333333,0.5,0
loco,condition_1,pgm3f,0.0,0.0,0.0,4
loco,condition_2,pgm3f,0.0,0.0,0.0,4
